Type	Timestamp	Bytes	Packets
IoT	7702	221424	460
IoT	7708	221424	460
IoT	7714	108714	225
IoT	7717	216581	450
IoT	7729	217883	453
IoT	7735	106348	221
IoT	7738	209292	435
IoT	7744	217969	452
IoT	7750	79742	238
IoT	7756	221544	462
IoT	7774	220317	458
IoT	7789	76269	169
IoT	7795	453228	965
IoT	12448	403462	842
IoT	12469	760888	1586
IoT	12475	375802	784
IoT	12484	404304	842
IoT	12490	404642	841
IoT	12493	394437	819
IoT	12496	793334	1649
IoT	12502	798658	1660
IoT	12505	396426	824
IoT	12511	789180	1644
IoT	12517	774698	1619
IoT	12520	396968	826
IoT	12544	793325	1655
IoT	12556	792382	1648
IoT	12568	396460	828
IoT	12574	398270	826
IoT	12586	797454	1666
IoT	12589	794668	1656
IoT	12604	784739	1631
IoT	12610	394598	821
IoT	12616	789952	1647
IoT	12622	397834	831
IoT	12625	792162	1643
IoT	12637	801205	1667
IoT	12646	797389	1659
IoT	12667	797574	1655
IoT	12673	218754	460
IoT	12688	217323	453
IoT	12694	220488	461
IoT	12709	220416	460
IoT	12715	109796	231
IoT	12724	218488	456
IoT	12730	106288	221
IoT	12733	216642	453
IoT	12745	215455	450
IoT	12754	218424	455
IoT	12766	220416	460
IoT	12772	215940	456
IoT	12784	220746	465
IoT	12790	219456	458
IoT	12796	220416	460
IoT	12808	220339	461
IoT	12814	176522	426
IoT	12820	207008	472
IoT	12832	221120	465
IoT	12844	222066	485
IoT	12850	220482	461
IoT	12856	220988	462
IoT	12862	221365	464
IoT	12868	220680	464
IoT	12886	108342	233
IoT	12892	218060	456
IoT	12898	220620	463
IoT	12916	220416	460
IoT	12922	221641	468
IoT	12934	220416	460
IoT	12940	220356	459
IoT	12952	218222	459
IoT	12958	218484	456
IoT	12964	328255	692
IoT	12976	108275	226
IoT	12982	218343	460
IoT	12991	221245	462
IoT	12994	220944	468
IoT	13000	220416	460
IoT	13012	216204	460
IoT	13018	218486	456
IoT	13030	216070	451
IoT	13036	217288	463
IoT	13042	217125	454
IoT	13048	214134	449
IoT	13054	220356	459
IoT	13066	220812	466
IoT	13072	220416	460
IoT	13084	220752	465
IoT	13090	217518	454
IoT	13102	219934	459
IoT	13108	217390	458
IoT	13114	210203	440
IoT	13120	211244	441
IoT	13126	220542	462
IoT	13132	217522	454
IoT	13138	220548	462
IoT	13144	220356	459
IoT	13150	110268	231
IoT	13162	217590	455
IoT	13168	212414	447
IoT	13189	217522	454
IoT	13207	213594	445
IoT	13213	220812	466
IoT	13231	220566	462
IoT	13237	218287	455
IoT	13243	110538	235
IoT	13249	220422	460
IoT	13255	110822	234
IoT	13258	215527	449
IoT	13264	215107	449
IoT	13273	221158	467
IoT	13285	220422	460
IoT	13291	110676	237
IoT	13312	220416	460
IoT	13327	218927	469
IoT	13345	210007	441
IoT	13351	215871	450
IoT	13363	220548	462
IoT	13369	217456	453
IoT	13375	214466	458
IoT	13381	220416	460
IoT	13387	221047	463
IoT	13399	218554	459
IoT	13411	205931	430
IoT	13429	219450	458
IoT	13435	220566	462
IoT	13441	220620	463
IoT	13447	218482	456
IoT	13459	205872	429
IoT	13465	220626	463
IoT	13471	221973	461
IoT	13477	222048	471
IoT	13489	214478	445
IoT	13495	212251	444
IoT	13501	219741	461
IoT	13507	221862	464
IoT	13513	221796	467
IoT	13519	221328	460
IoT	13525	213568	444
IoT	13537	221268	459
IoT	13543	215683	458
IoT	13561	219873	457
IoT	13567	220298	457
IoT	13573	221652	465
IoT	13585	222157	462
IoT	13597	221460	462
IoT	13603	214542	446
IoT	13615	104298	216
IoT	13621	218071	455
IoT	13645	213569	444
IoT	13648	110604	229
IoT	13654	221451	464
IoT	13660	222032	465
IoT	13663	221532	463
IoT	13675	211086	438
IoT	13696	67171	174
IoT	13708	191262	474
IoT	13738	220489	461
IoT	13741	221268	459
IoT	13747	221328	460
IoT	13753	221328	460
IoT	13768	221417	461
IoT	13774	222817	472
IoT	13783	218418	454
IoT	13789	221658	465
IoT	13795	105950	223
IoT	13804	209300	436
IoT	13810	207663	437
IoT	13813	110119	228
IoT	13819	221328	460
IoT	13831	222078	471
IoT	13834	222217	463
IoT	13840	219032	458
IoT	13846	221328	460
IoT	13852	216478	450
IoT	13873	214719	455
IoT	13885	210948	441
IoT	13891	222949	474
IoT	13897	221328	460
IoT	13909	221268	459
IoT	13915	221418	461
IoT	13921	221327	460
IoT	13927	219210	466
IoT	13939	221268	459
IoT	13945	221388	461
IoT	13951	218904	461
IoT	13957	211010	439
IoT	13963	208959	444
IoT	13969	215033	447
IoT	13975	221457	463
IoT	13981	221742	466
IoT	13987	221388	461
IoT	13993	221328	460
IoT	13999	221478	462
IoT	14005	222949	474
IoT	14011	218904	455
IoT	14029	208664	433
IoT	14035	221280	473
IoT	14041	208323	434
IoT	14047	219894	470
IoT	14053	219600	459
IoT	14059	220358	458
IoT	14065	221856	468
IoT	14071	221418	461
IoT	14077	221460	462
IoT	14083	216055	450
IoT	14089	210658	438
IoT	14101	220906	466
IoT	14131	220358	458
IoT	14143	220001	460
IoT	14149	221418	461
IoT	14161	221724	466
IoT	14173	218418	454
IoT	14179	215114	448
IoT	14185	221187	460
IoT	14191	219811	456
IoT	14209	220972	462
IoT	14215	217938	459
IoT	14227	221328	460
IoT	14233	221729	466
IoT	14239	219454	457
IoT	14245	221388	461
IoT	14251	219330	455
IoT	14257	212242	444
IoT	14263	218846	454
IoT	14281	221592	464
IoT	14293	220396	466
IoT	14311	217544	453
IoT	14323	219388	456
IoT	14353	212806	445
IoT	14359	215862	453
IoT	14365	219251	456
IoT	14371	221942	464
IoT	14389	219478	457
IoT	14395	216258	453
IoT	14413	221424	460
IoT	14419	216581	450
IoT	14425	217883	453
IoT	14426	106348	221
IoT	14428	209292	435
IoT	14436	217969	452
IoT	14438	79742	238
IoT	14440	110862	232
IoT	14442	221544	462
IoT	14446	209722	435
IoT	14448	403462	842
IoT	14453	760888	1586
IoT	14455	375802	784
IoT	14459	404304	842
IoT	14460	396908	825
IoT	14464	404642	841
IoT	14468	394437	819
IoT	14474	798658	1660
IoT	14476	882298	1834
IoT	14480	805456	1683
IoT	14484	789180	1644
IoT	14492	774698	1619
IoT	14498	787795	1647
IoT	14504	396968	826
IoT	14514	396460	828
IoT	14518	791590	1653
IoT	14522	791783	1655
IoT	14524	398270	826
IoT	14528	797454	1666
IoT	14532	784739	1631
IoT	14534	394598	821
IoT	14542	783350	1635
IoT	14544	397834	831
IoT	14546	792162	1643
IoT	14548	801205	1667
IoT	14550	793116	1651
IoT	14554	797574	1655
IoT	14556	218754	460
IoT	14558	217323	453
IoT	14562	105436	221
IoT	14566	220488	461
IoT	14568	220416	460
IoT	14570	109796	231
IoT	14576	218488	456
IoT	14582	219450	458
IoT	14584	106288	221
IoT	14586	220680	464
IoT	14588	216642	453
IoT	14590	215455	450
IoT	14592	214318	456
IoT	14596	218424	455
IoT	14598	220416	460
IoT	14600	215940	456
IoT	14602	215101	449
IoT	14604	220746	465
IoT	14606	219456	458
IoT	14608	220416	460
IoT	14610	220339	461
IoT	14612	217462	453
IoT	14614	176522	426
IoT	14616	207008	472
IoT	14618	222066	485
IoT	14620	220482	461
IoT	14622	220988	462
IoT	14626	221365	464
IoT	14628	201046	419
IoT	14630	108342	233
IoT	14632	218060	456
IoT	14636	217518	454
IoT	14638	220620	463
IoT	14644	220416	460
IoT	14646	221641	468
IoT	14650	202466	428
IoT	14654	218222	459
IoT	14656	218484	456
IoT	14658	328255	692
IoT	14660	218343	460
IoT	14662	214357	450
IoT	14666	220944	468
IoT	14672	220416	460
IoT	14674	216204	460
IoT	14676	214134	449
IoT	14678	220812	466
IoT	14682	221120	465
IoT	14684	220416	460
IoT	14688	220752	465
IoT	14692	217518	454
IoT	14694	217390	458
IoT	14706	210203	440
IoT	14712	211244	441
IoT	14714	220542	462
IoT	14716	217522	454
IoT	14718	220548	462
IoT	14720	220356	459
IoT	14724	220680	464
IoT	14726	220416	460
IoT	14728	217608	455
IoT	14730	110268	231
IoT	14732	221641	468
IoT	14736	220415	460
IoT	14738	212414	447
IoT	14740	209459	439
IoT	14742	217522	454
IoT	14744	213594	445
IoT	14746	220566	462
IoT	14748	110538	235
IoT	14750	220416	460
IoT	14754	110822	234
IoT	14756	221094	470
IoT	14760	215527	449
IoT	14762	215107	449
IoT	14766	108699	226
IoT	14770	217522	454
IoT	14774	208433	436
IoT	14776	221158	467
IoT	14778	106344	222
IoT	14780	220422	460
IoT	14782	107436	226
IoT	14784	221120	465
IoT	14786	220416	460
IoT	14788	220356	459
IoT	14790	210007	441
IoT	14792	220548	462
IoT	14796	217456	453
IoT	14798	213306	448
IoT	14800	214466	458
IoT	14806	220416	460
IoT	14808	220488	461
IoT	14812	220416	460
IoT	14816	221047	463
IoT	14818	218554	459
IoT	14820	205931	430
IoT	14822	221029	464
IoT	14826	220566	462
IoT	14828	220620	463
IoT	14830	218482	456
IoT	14832	205872	429
IoT	14834	219012	464
IoT	14836	220626	463
IoT	14840	221973	461
IoT	14842	222048	471
IoT	14844	214478	445
IoT	14846	221328	460
IoT	14848	221796	467
IoT	14850	221418	461
IoT	14852	211623	442
IoT	14854	221268	459
IoT	14856	215683	458
IoT	14858	221724	466
IoT	14866	221652	465
IoT	14868	221478	462
IoT	14872	222157	462
IoT	14874	221460	462
IoT	14878	221942	464
IoT	14880	209912	439
IoT	14886	214542	446
IoT	14890	104298	216
IoT	14892	218071	455
IoT	14894	213569	444
IoT	14896	110604	229
IoT	14900	221478	462
IoT	14902	221451	464
IoT	14904	110664	230
IoT	14906	221592	464
IoT	14908	222032	465
IoT	14910	221328	460
IoT	14912	215013	453
IoT	14914	212461	442
IoT	14916	211086	438
IoT	14920	191262	474
IoT	14922	220489	461
IoT	14924	110754	231
IoT	14926	221724	466
IoT	14934	221328	460
IoT	14936	111000	235
IoT	14938	221417	461
IoT	14942	222817	472
IoT	14944	110664	230
IoT	14946	218418	454
IoT	14948	105950	223
IoT	14952	110119	228
IoT	14954	221328	460
IoT	14958	222217	463
IoT	14960	111120	237
IoT	14962	221268	459
IoT	14964	219032	458
IoT	14968	221328	460
IoT	14976	216478	450
IoT	14978	214719	455
IoT	14982	210173	437
IoT	14984	222949	474
IoT	14986	221418	461
IoT	14988	221327	460
IoT	14990	219210	466
IoT	14992	221388	461
IoT	14994	211010	439
IoT	14996	215033	447
IoT	15000	221328	460
IoT	15008	221532	463
IoT	15010	218418	454
IoT	15012	222949	474
IoT	15016	208664	433
IoT	15020	221280	473
IoT	15024	208323	434
IoT	15032	219600	459
IoT	15034	221856	468
IoT	15036	221418	461
IoT	15040	220217	458
IoT	15044	221460	462
IoT	15046	219032	458
IoT	15048	221107	469
IoT	15052	213089	443
IoT	15056	216055	450
IoT	15058	218886	461
IoT	15060	210658	438
IoT	15062	220906	466
IoT	15064	220358	458
IoT	15066	221928	469
IoT	15068	220001	460
IoT	15070	218418	454
IoT	15072	218358	453
IoT	15074	215618	456
IoT	15076	215114	448
IoT	15080	221187	460
IoT	15082	219811	456
IoT	15084	220972	462
IoT	15090	217938	459
IoT	15092	221328	460
IoT	15094	219454	457
IoT	15096	221388	461
IoT	15098	218964	462
IoT	15102	218277	454
IoT	15104	219330	455
IoT	15106	218950	462
IoT	15108	219986	465
IoT	15112	217933	453
IoT	15114	221478	462
IoT	15116	220217	458
IoT	15118	219108	458
IoT	15120	220396	466
IoT	15122	217544	453
IoT	15128	219388	456
IoT	15132	216534	451
IoT	15136	215862	453
IoT	15138	219251	456
IoT	15140	221268	459
IoT	15144	221592	464
IoT	15146	221942	464
IoT	15148	216258	453
IoT	15152	221424	460
IoT	15156	221424	460
IoT	15158	215692	449
IoT	15160	216581	450
IoT	15162	106348	221
IoT	15164	209292	435
IoT	15168	217969	452
IoT	15169	79742	238
IoT	15171	221424	460
IoT	15173	220317	458
IoT	15177	209722	435
IoT	15179	453228	965
IoT	15183	403462	842
IoT	15185	760888	1586
IoT	15189	375802	784
IoT	15191	404304	842
IoT	15192	404642	841
IoT	15194	793334	1649
IoT	15200	798658	1660
IoT	15202	866729	1803
IoT	15203	774698	1619
IoT	15207	796849	1657
IoT	15213	792382	1648
IoT	15217	398270	826
IoT	15219	794668	1656
IoT	15223	394598	821
IoT	15227	397834	831
IoT	15241	792162	1643
IoT	15255	405089	841
IoT	15257	797389	1659
IoT	15263	797574	1655
IoT	15271	164973	344
IoT	15281	214562	447
IoT	15283	105436	221
IoT	15291	220416	460
IoT	15295	218488	456
IoT	15299	106288	221
IoT	15305	220680	464
IoT	15309	216642	453
IoT	15315	214318	456
IoT	15317	220416	460
IoT	15319	215940	456
IoT	15321	215101	449
IoT	15323	220416	460
IoT	15329	217606	455
IoT	15333	220339	461
IoT	15339	176522	426
IoT	15343	207008	472
IoT	15345	222066	485
IoT	15347	220482	461
IoT	15351	220356	459
IoT	15355	220680	464
IoT	15357	220988	462
IoT	15359	321518	673
IoT	15365	108342	233
IoT	15367	218060	456
IoT	15369	217518	454
IoT	15373	220620	463
IoT	15375	220416	460
IoT	15379	221641	468
IoT	15381	220416	460
IoT	15383	218484	456
IoT	15385	328255	692
IoT	15387	218343	460
IoT	15395	221245	462
IoT	15397	220944	468
IoT	15399	220416	460
IoT	15401	216204	460
IoT	15403	218486	456
IoT	15405	216070	451
IoT	15409	217288	463
IoT	15411	214620	448
IoT	15419	217125	454
IoT	15421	214134	449
IoT	15425	215588	450
IoT	15429	220356	459
IoT	15431	221120	465
IoT	15435	220416	460
IoT	15437	219934	459
IoT	15439	217390	458
IoT	15441	210203	440
IoT	15443	211244	441
IoT	15445	220542	462
IoT	15447	214562	454
IoT	15449	220548	462
IoT	15451	220356	459
IoT	15453	220416	460
IoT	15457	217608	455
IoT	15459	110268	231
IoT	15465	221641	468
IoT	15467	220415	460
IoT	15469	217590	455
IoT	15471	212414	447
IoT	15473	209459	439
IoT	15477	219171	460
IoT	15479	217522	454
IoT	15481	213594	445
IoT	15485	220812	466
IoT	15487	220566	462
IoT	15489	218287	455
IoT	15491	110538	235
IoT	15493	220422	460
IoT	15495	110822	234
IoT	15497	221094	470
IoT	15499	215527	449
IoT	15501	215107	449
IoT	15503	208433	436
IoT	15505	221158	467
IoT	15507	106344	222
IoT	15509	217458	453
IoT	15511	107436	226
IoT	15513	221120	465
IoT	15515	220416	460
IoT	15519	110676	237
IoT	15521	220356	459
IoT	15523	218927	469
IoT	15525	215871	450
IoT	15531	220548	462
IoT	15533	217456	453
IoT	15535	213306	448
IoT	15537	214466	458
IoT	15541	220416	460
IoT	15543	221047	463
IoT	15545	205931	430
IoT	15547	219450	458
IoT	15551	220566	462
IoT	15553	218482	456
IoT	15557	205872	429
IoT	15559	220626	463
IoT	15561	221973	461
IoT	15563	214478	445
IoT	15565	219741	461
IoT	15569	221862	464
IoT	15575	221796	467
IoT	15579	221328	460
IoT	15581	221418	461
IoT	15585	211623	442
IoT	15589	221268	459
IoT	15591	215683	458
IoT	15595	220298	457
IoT	15597	221652	465
IoT	15601	221478	462
IoT	15605	222157	462
IoT	15607	221460	462
IoT	15611	221328	460
IoT	15613	221942	464
IoT	15615	209912	439
IoT	15617	214542	446
IoT	15621	104298	216
IoT	15623	213569	444
IoT	15631	110604	229
IoT	15633	221478	462
IoT	15635	221451	464
IoT	15637	221328	460
IoT	15639	110664	230
IoT	15641	221592	464
IoT	15643	221328	460
IoT	15645	221532	463
IoT	15647	217446	452
IoT	15649	215013	453
IoT	15653	212461	442
IoT	15655	211086	438
IoT	15657	67171	174
IoT	15659	191262	474
IoT	15661	220489	461
IoT	15663	221724	466
IoT	15665	221328	460
IoT	15669	111000	235
IoT	15671	221328	460
IoT	15673	221417	461
IoT	15677	110664	230
IoT	15679	218418	454
IoT	15681	221658	465
IoT	15683	207663	437
IoT	15685	110119	228
IoT	15687	221328	460
IoT	15691	111120	237
IoT	15695	221268	459
IoT	15697	219032	458
IoT	15699	221328	460
IoT	15701	216478	450
IoT	15705	214719	455
IoT	15707	210948	441
IoT	15709	222949	474
IoT	15717	221328	460
IoT	15719	221268	459
IoT	15721	221327	460
IoT	15727	221268	459
IoT	15729	221388	461
IoT	15731	218904	461
IoT	15733	211010	439
IoT	15735	208959	444
IoT	15737	221742	466
IoT	15741	221328	460
IoT	15743	221532	463
IoT	15745	218418	454
IoT	15747	221478	462
IoT	15753	222949	474
IoT	15757	218904	455
IoT	15759	208664	433
IoT	15761	221280	473
IoT	15763	219894	470
IoT	15765	221856	468
IoT	15771	221460	462
IoT	15775	216055	450
IoT	15777	218886	461
IoT	15779	210658	438
IoT	15781	220906	466
IoT	15783	220159	457
IoT	15785	221418	461
IoT	15787	218418	454
IoT	15789	218358	453
IoT	15793	215618	456
IoT	15799	221187	460
IoT	15805	212510	447
IoT	15813	219811	456
IoT	15815	217938	459
IoT	15817	221328	460
IoT	15819	221729	466
IoT	15821	221388	461
IoT	15829	218277	454
IoT	15833	219330	455
IoT	15835	218950	462
IoT	15837	212242	444
IoT	15841	219986	465
IoT	15843	217933	453
IoT	15845	221592	464
IoT	15849	221478	462
IoT	15851	220217	458
IoT	15853	219108	458
IoT	15857	217544	453
IoT	15861	219388	456
IoT	15863	212806	445
IoT	15865	216534	451
IoT	15867	220360	458
IoT	15871	219251	456
IoT	15875	221268	459
IoT	15877	221592	464
IoT	15879	221942	464
IoT	15881	219478	457
IoT	15883	221424	460
IoT	15889	221424	460
IoT	15891	108714	225
IoT	15893	215692	449
IoT	15895	216581	450
IoT	15897	217883	453
IoT	15901	106348	221
IoT	15903	221424	460
IoT	15905	110862	232
IoT	15907	220317	458
IoT	15909	209722	435
IoT	15914	453228	965
IoT	15916	403462	842
IoT	15918	404304	842
IoT	15920	396908	825
IoT	15922	404642	841
IoT	15924	394437	819
IoT	15926	793334	1649
IoT	15937	798658	1660
IoT	15939	882298	1834
IoT	15943	866729	1803
IoT	15945	789180	1644
IoT	15946	774698	1619
IoT	15952	395011	821
IoT	15954	787795	1647
IoT	15956	396968	826
IoT	15960	796849	1657
IoT	15970	792382	1648
IoT	15978	396460	828
IoT	15984	791590	1653
IoT	15990	791783	1655
IoT	15998	794668	1656
IoT	16000	784739	1631
IoT	16004	394598	821
IoT	16006	783350	1635
IoT	16010	789952	1647
IoT	16014	397834	831
IoT	16016	792162	1643
IoT	16018	801205	1667
IoT	16020	797389	1659
IoT	16024	797574	1655
IoT	16026	164973	344
IoT	16028	214562	447
IoT	16030	105436	221
IoT	16032	220488	461
IoT	16038	220416	460
IoT	16040	218488	456
IoT	16042	219450	458
IoT	16044	106288	221
IoT	16046	220680	464
IoT	16048	216642	453
IoT	16052	215455	450
IoT	16054	214318	456
IoT	16060	218424	455
IoT	16062	215940	456
IoT	16064	215101	449
IoT	16066	220746	465
IoT	16072	219456	458
IoT	16074	220416	460
IoT	16076	220339	461
IoT	16082	222066	485
IoT	16084	220356	459
IoT	16086	220680	464
IoT	16088	220988	462
IoT	16090	220680	464
IoT	16092	201046	419
IoT	16094	108342	233
IoT	16096	218060	456
IoT	16100	220416	460
IoT	16102	218222	459
IoT	16104	218484	456
IoT	16106	218343	460
IoT	16108	214357	450
IoT	16112	221245	462
IoT	16122	220944	468
IoT	16126	220356	459
IoT	16128	220416	460
IoT	16130	216204	460
IoT	16134	218486	456
IoT	16136	216070	451
IoT	16140	214620	448
IoT	16142	217125	454
IoT	16148	214134	449
IoT	16160	220356	459
IoT	16162	220812	466
IoT	16168	220416	460
IoT	16170	220752	465
IoT	16172	217518	454
IoT	16174	219934	459
IoT	16176	217390	458
IoT	16178	210203	440
IoT	16180	217522	454
IoT	16182	214562	454
IoT	16184	220548	462
IoT	16188	220356	459
IoT	16190	220680	464
IoT	16192	220416	460
IoT	16196	217608	455
IoT	16198	110268	231
IoT	16202	221641	468
IoT	16204	220415	460
IoT	16206	212414	447
IoT	16208	209459	439
IoT	16210	219171	460
IoT	16212	217522	454
IoT	16218	213594	445
IoT	16220	220812	466
IoT	16222	220566	462
IoT	16224	218287	455
IoT	16226	110538	235
IoT	16228	220422	460
IoT	16230	220416	460
IoT	16232	215107	449
IoT	16234	108699	226
IoT	16236	217522	454
IoT	16240	208433	436
IoT	16242	221158	467
IoT	16244	217458	453
IoT	16246	220422	460
IoT	16248	107436	226
IoT	16250	221120	465
IoT	16252	220416	460
IoT	16254	110676	237
IoT	16256	220416	460
IoT	16258	220356	459
IoT	16260	218927	469
IoT	16268	215871	450
IoT	16270	220548	462
IoT	16272	214466	458
IoT	16274	219389	457
IoT	16276	220416	460
IoT	16280	220488	461
IoT	16282	220416	460
IoT	16284	221047	463
IoT	16286	205931	430
IoT	16288	221029	464
IoT	16290	220566	462
IoT	16292	220620	463
IoT	16294	205872	429
IoT	16296	220626	463
IoT	16300	221973	461
IoT	16302	219741	461
IoT	16308	221862	464
IoT	16310	221328	460
IoT	16312	221328	460
IoT	16314	213568	444
IoT	16316	212208	442
IoT	16318	219873	457
IoT	16322	221724	466
IoT	16326	220298	457
IoT	16328	221652	465
IoT	16330	222157	462
IoT	16334	221328	460
IoT	16338	221942	464
IoT	16340	209912	439
IoT	16348	214542	446
IoT	16350	104298	216
IoT	16352	218071	455
IoT	16356	213569	444
IoT	16362	110604	229
IoT	16368	221478	462
IoT	16370	221451	464
IoT	16372	221592	464
IoT	16374	222032	465
IoT	16376	221328	460
IoT	16380	221532	463
IoT	16384	217446	452
IoT	16386	215013	453
IoT	16388	212461	442
IoT	16390	211086	438
IoT	16392	67171	174
IoT	16394	191262	474
IoT	16396	220489	461
IoT	16398	110754	231
IoT	16400	221724	466
IoT	16402	221268	459
IoT	16408	221328	460
IoT	16410	111000	235
IoT	16412	221328	460
IoT	16414	222817	472
IoT	16416	110664	230
IoT	16420	218418	454
IoT	16422	221658	465
IoT	16424	209300	436
IoT	16426	219388	456
IoT	16428	110119	228
IoT	16430	221328	460
IoT	16432	222078	471
IoT	16434	222217	463
IoT	16436	111120	237
IoT	16438	221268	459
IoT	16440	219032	458
IoT	16442	221328	460
IoT	16446	216478	450
IoT	16448	214719	455
IoT	16450	210173	437
IoT	16452	210948	441
IoT	16456	222949	474
IoT	16458	221328	460
IoT	16462	222542	473
IoT	16464	221418	461
IoT	16466	221327	460
IoT	16468	219210	466
IoT	16470	221268	459
IoT	16472	221388	461
IoT	16474	211010	439
IoT	16476	208959	444
IoT	16478	215033	447
IoT	16480	221457	463
IoT	16482	221742	466
IoT	16484	221328	460
IoT	16486	221532	463
IoT	16488	218418	454
IoT	16492	221478	462
IoT	16494	222949	474
IoT	16496	219894	470
IoT	16498	219600	459
IoT	16500	220358	458
IoT	16502	221856	468
IoT	16506	221418	461
IoT	16508	220217	458
IoT	16510	221460	462
IoT	16512	219032	458
IoT	16514	221107	469
IoT	16518	216055	450
IoT	16520	218886	461
IoT	16522	210658	438
IoT	16524	220906	466
IoT	16526	220159	457
IoT	16536	221928	469
IoT	16538	220001	460
IoT	16540	221418	461
IoT	16542	221724	466
IoT	16544	218418	454
IoT	16546	215618	456
IoT	16548	215114	448
IoT	16550	221187	460
IoT	16552	212510	447
IoT	16556	219811	456
IoT	16558	220972	462
IoT	16560	221328	460
IoT	16562	221729	466
IoT	16564	219454	457
IoT	16568	218277	454
IoT	16570	219330	455
IoT	16572	218950	462
IoT	16574	212242	444
IoT	16576	219986	465
IoT	16580	218846	454
IoT	16582	217933	453
IoT	16584	221592	464
IoT	16586	220217	458
IoT	16588	219108	458
IoT	16590	219874	457
IoT	16594	220396	466
IoT	16596	217544	453
IoT	16598	219388	456
IoT	16604	212806	445
IoT	16606	220360	458
IoT	16608	219251	456
IoT	16610	221268	459
IoT	16614	221592	464
IoT	16616	221942	464
IoT	16618	219478	457
IoT	16620	221424	460
IoT	16624	108714	225
IoT	16626	215692	449
IoT	16628	216581	450
IoT	16630	106348	221
IoT	16632	209292	435
IoT	16634	79742	238
IoT	16636	220317	458
IoT	16640	209722	435
IoT	16644	362000	865
IoT	16646	403462	842
IoT	16648	760888	1586
Video	2231	120	2
Video	2234	180	3
Video	2237	60	1
Video	2246	635	6
Video	2258	578246	408
Video	2261	857524	586
Video	2264	1340694	904
Video	2270	521871	381
Video	2273	640391	445
Video	2276	862332	594
Video	2279	632106	436
Video	2282	621681	432
Video	2294	720578	498
Video	2297	775298	535
Video	2300	588633	414
Video	2303	685365	484
Video	2306	711783	495
Video	2309	580836	415
Video	2315	8912	21
Video	2318	360	6
Video	2321	240	4
Video	2324	252	4
Video	2330	667	9
Video	2333	60	1
Video	2336	120	2
Video	2339	433	4
Video	2345	240	4
Video	2354	60	1
Video	2357	180	3
Video	2360	1297	11
Video	2369	2102	15
Video	2372	180	3
Video	2378	947	11
Video	2381	300	5
Video	2387	755	8